1,Origen,8.2
2,Joker,8
3,Avatar,7.2
4,El_caballero_oscuro,8.1
5,Malditos_bastardos,7.8
6,Interstellar,7.8
7,Cisne_negro,7.6
8,Gran_Torino,8.2
9,Infiltrados,7.9
10,Up,7.9
11,WALL_E,7.9
12,El_lobo_de_Wall_Street,7.6
13,Gravity,6.9
14,Deadpool,6.8
15,Babel,7.2
16,El_renacido,7.2
17,Parásitos,8
18,Vengadores_Endgame,7.3
19,Dunkerque,7
20,El_orfanato,6.7
